age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
40,Female,Married,Graduate,102426,Private,4,Small,Own,0,5,0,10908,24859,1765,28059,2392,1,11631,530,169930,27783,Vehicle,151276,78,26665,Not_Eligible
29,Female,Married,High School,37521,Government,37,Small,Family,0,3,2,10393,6897,2779,3095,647,1,1079,588,125608,49784,Education,158060,10,15691,Not_Eligible
48,Male,Married,Graduate,194702,Private,8,Medium,Own,0,6,1,14454,7250,9589,24126,4693,1,13038,347,455740,152308,Personal Loan,543247,57,50000,Not_Eligible
59,Male,Single,Professional,109695,Self-employed,10,Small,Own,0,5,0,9106,321,9195,5201,3615,0,0,779,87818,112315,Vehicle,83215,47,48821,Eligible
56,Male,Married,Post Graduate,117307,Private,21,Medium,Family,0,2,0,8278,10286,8972,29501,3978,2,5204,369,65397,2601,Vehicle,1373333,77,32333,Not_Eligible
34,Female,Married,Graduate,91528,Private,1,Large,Own,0,2,3,16067,17481,4150,22843,14978,0,0,780,289881,100314,Vehicle,322579,57,21875,Eligible
41,Male,Married,High School,65120,Private,14,Small,Rented,43404,6,2,15781,21148,3549,27485,10216,0,0,718,287137,81324,Education,426196,34,500,Not_Eligible
44,Female,Married,Post Graduate,190455,Private,7,Small,Family,0,4,2,4139,26957,8157,27136,8271,2,29398,822,280554,116,Personal Loan,674356,49,50000,Eligible
33,Male,Married,Post Graduate,105460,Private,19,Medium,Rented,32489,6,3,16581,23338,691,10843,2683,0,0,313,74054,49467,E-commerce,96117,4,26363,Not_Eligible
34,Female,Single,Graduate,139833,Private,33,Medium,Own,0,6,0,6530,9630,9026,13646,12618,2,13680,419,249281,187068,Vehicle,988079,57,44027,Not_Eligible
33,Female,Married,Graduate,21902,Private,37,Medium,Own,0,3,2,2746,24762,6238,21365,9672,1,10363,328,464298,140802,Home Appliances,258415,34,500,Not_Eligible
60,Male,Single,Graduate,66047,Private,8,Small,Own,0,1,3,17569,5836,6511,6897,7722,2,23338,530,44903,14159,E-commerce,74172,24,5858,Not_Eligible
51,Male,Single,Graduate,163741,Private,22,Medium,Rented,7198,6,0,4760,6280,4665,10583,6989,0,0,798,398966,3211,Education,54452,47,50000,Eligible
55,Female,Married,High School,31249,Self-employed,19,Medium,Rented,19218,4,2,4059,10742,9804,4773,8289,2,12376,722,62892,69188,Education,111787,33,500,Not_Eligible
54,Male,Married,High School,33765,Private,17,Small,Own,0,1,3,5400,16178,7621,26870,12595,0,0,687,116909,92980,Education,357447,33,500,Not_Eligible
59,Male,Married,Graduate,164820,Private,25,Small,Rented,22739,4,2,9831,6094,1011,8940,10802,2,10444,767,449071,90694,Home Appliances,297462,23,50000,Eligible
28,Female,Single,Post Graduate,72118,Private,40,Large,Own,0,1,0,3321,27001,5484,13501,7275,1,5851,302,148889,139346,Vehicle,266656,56,17908,Not_Eligible
56,Male,Single,High School,65667,Private,16,Small,Own,0,2,2,3191,8108,8667,14670,10015,0,0,734,261207,34672,Personal Loan,326336,41,13427,Eligible
27,Male,Married,Graduate,119584,Private,2,Small,Own,0,3,3,7851,11758,1226,12525,13947,1,5197,471,190758,9341,E-commerce,82321,3,43940,Not_Eligible
42,Male,Single,Graduate,51060,Private,37,Small,Rented,20852,3,0,4358,18150,7501,23783,4893,0,0,680,307124,134535,E-commerce,131127,4,500,Not_Eligible
46,Male,Single,Graduate,22950,Government,38,Medium,Own,0,4,2,3860,12896,2824,27594,13507,0,0,720,202709,179480,Vehicle,545601,57,500,Not_Eligible
37,Female,Single,High School,15823,Private,13,Medium,Family,0,6,2,18244,12117,5312,18041,9102,2,22406,677,221914,33547,Personal Loan,887109,27,500,Not_Eligible
30,Female,Married,Graduate,29673,Private,20,Small,Own,0,3,1,11911,29545,8884,25429,2779,1,7012,530,408672,72239,Vehicle,503816,34,500,Not_Eligible
31,Male,Married,Graduate,44328,Private,35,Medium,Rented,27034,5,0,276,13076,5177,5103,14505,2,27840,636,277060,125331,Home Appliances,181036,11,500,Not_Eligible
54,Male,Married,Graduate,143782,Self-employed,20,Medium,Rented,42200,6,0,2032,3391,858,29060,10293,2,15266,558,282267,33053,Vehicle,828526,70,12144,Not_Eligible
36,Female,Married,Post Graduate,70121,Government,19,Small,Own,0,5,3,16279,21908,697,5245,5789,1,7538,646,402789,171991,Education,86324,47,25779,High_Risk
36,Male,Single,High School,28278,Self-employed,37,Large,Family,0,2,3,5398,21168,7499,3861,3219,1,1969,552,213975,45093,Home Appliances,168908,25,4252,Not_Eligible
58,Male,Single,Post Graduate,17668,Private,33,Small,Own,0,5,1,3048,6568,9344,2622,13737,0,0,517,411788,106519,Vehicle,956590,81,500,Not_Eligible
30,Male,Married,Post Graduate,103260,Private,20,Small,Rented,6008,2,3,13311,25506,3273,8813,12350,0,0,411,359723,67781,Home Appliances,206105,33,36514,Not_Eligible
57,Male,Single,Post Graduate,170424,Private,6,Large,Own,0,3,3,16761,11758,9387,25441,667,2,6602,513,441867,133483,Home Appliances,100070,12,50000,Not_Eligible
58,Female,Single,Graduate,77659,Self-employed,17,Large,Rented,30309,4,2,7971,4523,4800,10424,9536,0,0,697,228932,39675,Personal Loan,661411,19,4940,Not_Eligible
46,Male,Single,Graduate,26812,Private,27,Small,Rented,11917,2,2,14858,5173,1057,24146,1719,1,8274,779,279332,19645,Home Appliances,51125,12,500,Not_Eligible
30,Male,Single,Graduate,57194,Private,11,Large,Family,0,1,3,8429,21434,5545,13882,4412,0,0,356,64120,102116,Personal Loan,307406,16,15341,Not_Eligible
30,Female,Married,Graduate,107383,Private,22,Medium,Own,0,6,2,2176,6481,9751,4910,8520,2,14370,400,55671,173045,E-commerce,148455,15,33848,Not_Eligible
35,Male,Married,High School,49924,Private,27,Small,Rented,19417,5,3,15959,14092,2876,15248,3737,1,9262,579,53744,126586,Personal Loan,240315,25,500,Not_Eligible
45,Female,Single,Professional,196019,Private,3,Large,Own,0,1,3,18379,22023,9626,8506,7687,1,1141,687,316503,151120,E-commerce,186664,23,50000,High_Risk
30,Male,Married,Graduate,156231,Private,23,Medium,Rented,33301,3,0,19691,25587,6694,10161,6444,2,23128,393,162978,86686,Home Appliances,54485,25,31679,Not_Eligible
41,Male,Married,Post Graduate,78747,Private,30,Small,Rented,21400,2,2,2001,14689,4263,16483,8723,0,0,479,144457,28024,Education,195388,21,8490,Not_Eligible
29,Male,Married,Graduate,191036,Government,8,Medium,Own,0,6,2,11301,27224,7088,24133,12011,0,0,325,301435,85406,Home Appliances,187942,36,50000,Not_Eligible
44,Female,Married,High School,75129,Private,22,Small,Own,0,6,3,12469,9078,4307,18431,2327,1,9659,328,199194,197500,Personal Loan,603650,58,17765,Not_Eligible
25,Female,Married,Graduate,40933,Government,29,Small,Own,0,5,1,1581,26175,1308,8251,11943,0,0,378,67420,156340,Home Appliances,249701,30,7871,Not_Eligible
50,Male,Married,Graduate,188583,Private,1,Large,Family,0,3,3,19033,7509,8773,22090,3335,0,0,701,278723,140707,Education,405640,40,50000,Eligible
26,Male,Single,Graduate,192541,Government,26,Medium,Rented,43701,1,1,2058,1931,4052,21503,500,0,0,779,275067,60203,Education,164886,48,50000,Eligible
32,Male,Single,Graduate,72841,Private,10,Medium,Family,0,2,1,5374,21760,5875,8638,6696,2,7660,574,69843,119932,Education,463246,31,20582,Not_Eligible
31,Female,Single,Graduate,125031,Self-employed,16,Medium,Own,0,1,0,19370,22706,7572,25850,4534,0,0,397,134805,124554,Home Appliances,219126,33,43448,Not_Eligible
54,Male,Married,Graduate,47059,Private,26,Medium,Rented,20529,5,1,11122,27790,1287,25610,2768,0,0,807,118634,130840,Home Appliances,62736,8,500,Not_Eligible
26,Female,Single,Graduate,133707,Private,0,Small,Family,0,1,3,13585,27646,7356,18904,6343,2,11564,453,347707,178585,Personal Loan,995895,39,43959,Not_Eligible
40,Female,Single,Professional,142672,Private,0,Large,Rented,45461,5,2,9874,3067,3970,10292,13033,0,0,385,124566,136315,Education,374940,27,28967,Not_Eligible
46,Female,Married,High School,146337,Private,18,Medium,Own,0,6,2,15050,18641,5674,11916,8784,0,0,376,14131,44303,Vehicle,814646,14,50000,Not_Eligible
43,Male,Single,Graduate,120216,Private,38,Medium,Own,0,2,3,1629,21133,4843,14304,10918,1,7824,494,133379,44314,Personal Loan,324952,16,40798,Not_Eligible
49,Male,Single,Graduate,145262,Government,0,Medium,Rented,36944,5,1,13515,18026,7888,7261,2243,0,0,705,234512,123980,Education,244535,6,43311,Eligible
53,Male,Single,Graduate,117684,Self-employed,32,Small,Family,0,6,2,1332,560,2281,10566,1137,2,17924,518,384700,173241,Personal Loan,812452,26,43567,Not_Eligible
39,Female,Married,Graduate,166665,Private,3,Small,Rented,39058,3,1,3592,1350,1522,5761,5029,1,1356,545,26132,189595,Home Appliances,227524,7,50000,Not_Eligible
54,Female,Single,Graduate,48223,Private,20,Small,Family,0,3,3,10125,20117,4404,6327,11617,2,26774,487,440610,121932,Home Appliances,29327,19,500,Not_Eligible
36,Female,Single,Professional,104442,Private,17,Small,Rented,22659,2,1,8967,25681,1623,22837,13284,0,0,819,165254,105959,Vehicle,1199022,71,16205,Not_Eligible
60,Male,Single,Graduate,92033,Government,19,Medium,Rented,21045,3,3,3051,5376,2806,5594,1526,1,10784,676,171314,163204,Vehicle,853386,56,22309,High_Risk
43,Male,Married,Graduate,113671,Government,3,Large,Own,0,6,2,15962,1392,6746,15136,7148,0,0,666,7787,195380,Education,359940,34,43334,High_Risk
51,Female,Married,High School,41285,Private,30,Small,Family,0,4,3,6037,12120,8279,14019,5948,0,0,541,138174,5574,Home Appliances,227534,6,3347,Not_Eligible
56,Female,Married,Graduate,74908,Self-employed,11,Small,Rented,32547,2,3,17328,9405,7087,3296,11162,1,6063,592,234549,62009,E-commerce,91484,21,500,Not_Eligible
53,Female,Married,Graduate,191516,Private,31,Medium,Family,0,4,3,299,29488,3518,25277,3082,2,2732,787,313049,66771,Home Appliances,143138,10,50000,Eligible
55,Female,Married,High School,34472,Government,26,Small,Rented,38290,5,1,4746,27776,8238,29548,7272,0,0,661,383508,112859,Vehicle,1024701,34,500,Not_Eligible
44,Male,Married,Graduate,132532,Self-employed,22,Large,Own,0,1,2,5937,16743,4358,19876,12748,2,23448,748,261359,58977,Home Appliances,163179,22,31916,Eligible
26,Male,Married,Graduate,137959,Government,12,Small,Own,0,5,1,11919,28493,2220,20797,6975,0,0,322,50110,62207,Home Appliances,214978,34,50000,Not_Eligible
42,Male,Married,Post Graduate,102785,Private,26,Small,Rented,7251,2,0,8021,6864,7685,8515,11719,0,0,773,195714,4881,Home Appliances,214214,36,32940,Eligible
31,Female,Married,Graduate,21217,Private,40,Small,Family,0,2,2,3142,29758,5409,25637,9329,1,8421,823,367612,743,Education,58531,39,500,Not_Eligible
57,Female,Married,Graduate,21355,Private,37,Large,Own,0,3,1,11421,13410,4020,23959,8961,1,14393,668,319774,89997,Vehicle,672293,65,500,Not_Eligible
33,Male,Married,Graduate,65992,Government,37,Small,Own,0,4,1,19166,14292,6778,14269,3890,1,9089,826,292098,199462,Personal Loan,130971,37,13137,Eligible
33,Female,Single,High School,33965,Private,9,Medium,Own,0,6,0,2673,1516,7385,21763,14888,2,2300,612,254177,59127,Vehicle,122513,60,500,Not_Eligible
33,Female,Single,High School,32432,Private,23,Small,Own,0,2,2,5044,5323,2625,28753,3747,0,0,452,252303,48012,E-commerce,51144,6,500,Not_Eligible
48,Female,Married,Graduate,44622,Self-employed,16,Small,Own,0,2,2,9570,5832,1614,18880,13965,2,13978,634,496515,52887,Home Appliances,42134,14,500,Not_Eligible
45,Female,Married,Professional,50284,Private,39,Large,Family,0,3,0,14533,14638,5411,7586,14841,2,19884,646,299742,194621,Education,481897,48,500,Not_Eligible
59,Male,Married,High School,170118,Private,38,Small,Own,0,6,2,2732,5694,989,11252,7671,2,11810,379,298550,132770,Vehicle,194126,83,50000,Not_Eligible
39,Male,Married,Graduate,133165,Private,35,Small,Own,0,6,0,4622,3069,6565,7183,13035,0,0,411,167948,130607,Personal Loan,608208,27,50000,Not_Eligible
35,Female,Married,Post Graduate,20625,Private,6,Medium,Own,0,3,0,4704,18153,4678,11283,10727,1,1256,460,245018,37874,Personal Loan,945214,23,500,Not_Eligible
26,Female,Married,Post Graduate,131268,Private,13,Large,Own,0,5,1,12321,26176,2537,26930,11067,2,19692,601,355170,180787,Vehicle,338005,28,31351,High_Risk
25,Male,Single,Graduate,40291,Private,29,Small,Own,0,6,1,1648,2098,6187,7312,1027,2,19786,381,429012,39342,Vehicle,286950,47,500,Not_Eligible
38,Male,Single,Graduate,92895,Private,30,Small,Own,0,6,3,13185,16816,4068,26968,2057,2,11026,724,389833,193441,Home Appliances,59360,12,21137,Eligible
58,Female,Married,Graduate,22038,Private,14,Large,Own,0,5,0,8509,28809,4190,9984,1044,2,4304,360,331169,190491,Home Appliances,123981,26,500,Not_Eligible
43,Female,Married,Post Graduate,31681,Private,5,Medium,Own,0,4,1,6568,12135,2555,15973,453,1,11820,817,389112,113566,E-commerce,173028,4,500,Not_Eligible
57,Male,Married,High School,39530,Private,5,Large,Family,0,6,2,17243,5489,6923,16794,12540,0,0,672,16469,173636,Home Appliances,196595,9,500,Not_Eligible
28,Female,Married,Post Graduate,95174,Private,28,Medium,Family,0,2,0,16377,2386,9078,5522,2631,0,0,486,134730,199939,Personal Loan,991200,25,41235,Not_Eligible
28,Male,Married,High School,100670,Private,18,Medium,Family,0,3,3,16059,28090,6378,7152,95,0,0,505,121536,116072,Education,435581,39,46837,Not_Eligible
55,Male,Single,Post Graduate,80258,Private,20,Small,Own,0,5,2,17708,12157,2749,10546,14066,2,22054,682,326954,153466,Vehicle,540586,35,10353,Not_Eligible
28,Female,Married,High School,129731,Government,33,Small,Own,0,1,3,4678,3154,8418,3679,4181,0,0,348,376674,118131,Personal Loan,351240,35,50000,Not_Eligible
26,Male,Single,High School,148285,Private,0,Medium,Rented,17019,4,3,17102,25986,1648,23117,12245,1,9757,694,74048,104763,Education,248919,34,38389,High_Risk
39,Female,Married,High School,149816,Private,30,Medium,Own,0,6,0,3520,24061,3253,17295,14408,2,28892,604,96462,66938,Personal Loan,491099,50,39203,High_Risk
58,Male,Married,Graduate,122120,Self-employed,11,Large,Rented,42302,2,1,6616,21102,834,25688,7846,0,0,421,247710,130989,Home Appliances,150607,15,14718,Not_Eligible
49,Female,Single,Graduate,115928,Private,38,Medium,Rented,40852,5,2,11110,2530,8560,26168,13901,1,12871,794,484154,53455,Home Appliances,111479,28,500,Not_Eligible
28,Male,Married,High School,105940,Private,39,Small,Family,0,3,0,14887,2473,927,11734,14532,1,3463,646,1314,38854,Personal Loan,183552,26,37867,High_Risk
55,Female,Single,Graduate,59018,Private,20,Medium,Family,0,6,1,11553,6566,5689,24880,2164,2,3578,390,439730,55090,Home Appliances,107274,25,7632,Not_Eligible
55,Male,Single,Graduate,105092,Private,12,Medium,Own,0,4,2,11190,4797,2320,3714,2198,1,10369,661,96793,2206,Home Appliances,56141,19,45830,High_Risk
53,Female,Single,Post Graduate,16868,Private,9,Medium,Rented,33240,1,3,7529,15956,2516,14031,5549,1,14653,526,134258,186771,Vehicle,1037980,79,500,Not_Eligible
57,Male,Single,Post Graduate,193765,Government,7,Medium,Own,0,5,1,11853,11769,6278,20641,8387,2,22636,721,315867,51358,Personal Loan,465757,60,50000,Eligible
33,Male,Married,Graduate,83467,Government,40,Medium,Own,0,1,3,9502,22960,8136,15054,11791,2,11610,571,364388,159988,Home Appliances,190154,29,14127,Not_Eligible
60,Male,Married,High School,154915,Private,7,Small,Family,0,2,2,9548,3041,667,22706,2748,2,15704,850,437181,86994,E-commerce,56152,23,50000,Eligible
36,Female,Married,Graduate,191991,Private,18,Medium,Family,0,6,0,11715,21839,2007,26041,2901,2,5142,810,2748,67886,Personal Loan,296211,18,50000,Eligible
53,Male,Married,Post Graduate,106941,Private,19,Medium,Own,0,6,1,12005,28022,3224,13872,4596,2,11530,322,24514,45610,Home Appliances,42127,26,36631,Not_Eligible
45,Female,Single,High School,174438,Private,27,Large,Rented,32852,1,3,6599,3917,9464,9685,4071,2,21122,526,239116,164143,Personal Loan,646916,21,43649,Not_Eligible
53,Female,Single,Graduate,103656,Private,34,Medium,Rented,45854,3,0,2713,19569,1052,18327,14102,2,6662,411,279276,102807,E-commerce,176949,9,500,Not_Eligible
47,Female,Married,Post Graduate,39473,Private,22,Medium,Rented,22957,1,0,5991,15270,2195,26318,5940,0,0,548,130424,89943,Home Appliances,190756,22,500,Not_Eligible
48,Female,Single,Professional,19898,Self-employed,31,Medium,Own,0,2,1,8177,2844,4335,29647,13025,1,5059,379,318388,131589,Personal Loan,612713,48,500,Not_Eligible
47,Male,Married,Graduate,40090,Private,23,Medium,Rented,14453,6,3,3218,8785,3593,24836,838,0,0,595,132623,160525,E-commerce,186202,18,500,Not_Eligible
53,Female,Single,Graduate,189365,Private,17,Small,Rented,25534,2,2,3553,23642,961,8860,1527,1,11694,385,466196,131159,Home Appliances,274011,32,50000,Not_Eligible
51,Female,Married,Graduate,102895,Private,6,Large,Rented,38808,4,0,19020,26071,5632,7748,12055,1,13389,643,88714,93570,Personal Loan,390982,39,3278,Not_Eligible
29,Male,Married,Post Graduate,74047,Private,8,Large,Rented,34686,5,1,5602,11052,6272,18043,3743,2,13464,550,327572,178753,Personal Loan,238180,57,500,Not_Eligible
54,Male,Single,High School,97521,Self-employed,17,Medium,Own,0,6,3,14780,3195,2181,13261,1239,1,12581,847,265160,179131,Home Appliances,290761,33,34128,Eligible
44,Female,Single,High School,62348,Private,1,Medium,Rented,44557,3,0,2556,7346,7040,19107,8918,2,21676,784,51516,193264,E-commerce,151089,21,500,Not_Eligible
36,Male,Married,Graduate,176053,Government,12,Small,Family,0,5,2,19447,25303,1039,27854,2209,2,27812,630,302418,18200,E-commerce,160875,8,50000,High_Risk
43,Female,Single,Graduate,199891,Government,18,Medium,Rented,26471,3,1,4250,17100,7448,17375,920,2,22724,547,73372,178139,Vehicle,454653,50,50000,Not_Eligible
59,Male,Married,Graduate,30709,Self-employed,19,Medium,Rented,20334,1,3,7877,12914,2962,11955,6092,0,0,694,269792,38635,Personal Loan,449469,48,500,Not_Eligible
55,Male,Married,Graduate,147958,Private,33,Medium,Rented,28909,2,3,15639,401,2631,26336,8251,2,20878,668,317882,124035,Vehicle,1125258,83,21952,High_Risk
55,Female,Single,Post Graduate,77086,Private,39,Small,Own,0,5,3,4028,23481,2365,14297,7910,0,0,376,36088,131598,Vehicle,1199597,12,25967,Not_Eligible
41,Male,Married,Post Graduate,23762,Government,29,Medium,Rented,25360,5,0,10997,13962,8751,18940,8767,1,10430,507,107810,41153,E-commerce,74691,10,500,Not_Eligible
53,Female,Married,Graduate,185609,Government,3,Small,Own,0,4,1,15710,16358,5270,5788,354,1,10924,846,147851,1625,Home Appliances,197397,16,50000,Eligible
38,Female,Single,Post Graduate,26448,Private,16,Medium,Rented,8266,5,2,472,25314,7058,16221,4364,0,0,476,464153,188691,E-commerce,195916,9,500,Not_Eligible
49,Male,Married,Graduate,53092,Government,29,Medium,Family,0,5,1,507,16872,2437,13937,5152,2,4884,307,110583,178247,Vehicle,701321,71,11244,Not_Eligible
48,Male,Single,Graduate,19717,Private,24,Small,Rented,40418,3,2,15771,27842,1038,5444,4397,2,16516,759,460344,34972,Home Appliances,122804,7,500,Not_Eligible
33,Female,Single,High School,102187,Private,18,Medium,Own,0,2,2,5255,16787,862,7925,8386,1,10953,813,266991,120266,E-commerce,73134,10,37536,Eligible
34,Female,Married,Post Graduate,125930,Self-employed,17,Large,Family,0,6,1,18190,10276,4687,21690,3436,0,0,661,474328,30285,Personal Loan,631536,46,49651,High_Risk
27,Male,Married,Post Graduate,74324,Private,16,Medium,Rented,12680,6,0,18548,27681,3601,7056,9480,0,0,649,415643,113309,Home Appliances,173642,18,18649,High_Risk
30,Female,Single,Post Graduate,28239,Private,23,Small,Rented,22756,1,3,17609,19273,7794,5699,14036,0,0,493,146476,63514,Education,276247,12,500,Not_Eligible
40,Male,Single,Post Graduate,36488,Self-employed,7,Medium,Family,0,5,3,19936,22813,7990,3611,9911,2,17084,498,279885,150334,Vehicle,337037,56,500,Not_Eligible
42,Male,Married,Professional,187677,Government,21,Small,Rented,22407,1,3,16461,6804,3453,2743,5833,1,14500,803,358475,114721,E-commerce,174431,14,50000,Eligible
30,Female,Married,Graduate,164095,Self-employed,8,Medium,Rented,30131,6,1,7669,20132,4619,14164,6521,0,0,772,39183,99615,Personal Loan,107342,60,50000,Eligible
40,Male,Single,Post Graduate,188328,Private,27,Medium,Own,0,4,1,19845,16806,4125,15679,8779,1,7531,574,331507,136295,Personal Loan,357917,48,50000,Not_Eligible
46,Female,Single,Graduate,113199,Self-employed,35,Small,Rented,10556,5,1,6917,3155,6913,19481,10860,2,26762,472,229833,95157,Education,453968,48,11191,Not_Eligible
33,Female,Married,Graduate,116020,Private,20,Medium,Family,0,5,0,11728,7621,6481,18029,4523,1,14066,403,17801,2658,Personal Loan,160630,21,34801,Not_Eligible
37,Female,Single,Graduate,160410,Private,15,Medium,Own,0,4,0,114,27350,6685,17030,576,1,2514,306,433508,119191,Home Appliances,200714,29,50000,Not_Eligible
38,Female,Single,Graduate,129078,Private,38,Medium,Own,0,2,1,19252,17141,1027,29974,10540,0,0,566,132782,155605,Personal Loan,843065,39,43204,Not_Eligible
43,Male,Single,Graduate,95741,Government,27,Small,Rented,19466,5,3,11837,23229,3710,8999,9923,2,2138,605,437095,98074,Personal Loan,200639,46,22649,High_Risk
38,Male,Married,Graduate,69000,Self-employed,17,Small,Own,0,4,0,18977,5151,9686,21945,1521,0,0,671,103383,35004,Vehicle,1029065,46,15433,Not_Eligible
51,Female,Married,High School,104819,Government,1,Medium,Own,0,4,2,7056,6535,3747,4229,9398,2,28264,743,270830,1568,Personal Loan,655730,22,26752,Not_Eligible
36,Female,Married,Graduate,26834,Private,0,Small,Rented,12763,2,2,6265,28237,2157,25761,1074,0,0,502,185404,59297,Education,414891,7,500,Not_Eligible
40,Male,Married,Post Graduate,50603,Private,9,Medium,Family,0,1,1,10448,12605,2396,12155,9647,0,0,391,446498,153609,Personal Loan,847038,53,11399,Not_Eligible
38,Female,Married,Graduate,151430,Private,9,Small,Own,0,4,3,17269,26608,753,11699,11165,1,10013,764,476527,64417,Vehicle,1056207,71,50000,Eligible
31,Male,Married,Graduate,175590,Private,29,Small,Own,0,3,0,10978,24250,7918,5785,232,0,0,720,385032,191231,Vehicle,1376263,23,50000,Not_Eligible
49,Female,Married,Graduate,33830,Private,20,Medium,Rented,48688,4,3,15850,10107,550,16250,10900,0,0,593,422801,66489,Education,295096,33,500,Not_Eligible
33,Male,Married,Graduate,32927,Private,40,Small,Rented,6053,3,2,4289,28486,6163,13189,1806,0,0,321,384457,85523,Education,474211,37,500,Not_Eligible
35,Female,Married,Graduate,30828,Self-employed,22,Medium,Own,0,6,1,15516,23300,4296,29280,3975,2,3318,557,146712,152074,Home Appliances,186422,23,500,Not_Eligible
53,Male,Single,Post Graduate,161442,Government,37,Small,Own,0,5,3,14649,3830,1399,6984,10573,2,28942,641,460200,122788,E-commerce,37308,9,50000,High_Risk
59,Male,Married,High School,72576,Government,22,Medium,Own,0,3,1,17926,2865,8901,13687,5326,0,0,773,265016,8188,Education,244940,43,21102,Eligible
49,Female,Married,Post Graduate,75451,Private,14,Small,Rented,14163,5,3,1152,3799,7549,27206,14656,1,1906,580,171736,15256,Home Appliances,261314,25,500,Not_Eligible
57,Male,Single,Post Graduate,17306,Private,29,Medium,Family,0,4,0,7684,22211,8288,24604,14359,1,12021,555,96133,39303,Education,97688,36,500,Not_Eligible
55,Male,Married,Graduate,194931,Private,18,Medium,Rented,37733,4,0,1774,4295,9399,23406,14804,1,1675,509,354886,174326,E-commerce,97199,17,48249,Not_Eligible
42,Female,Single,Post Graduate,95297,Private,11,Small,Own,0,4,2,8001,8474,9165,16728,1565,1,5552,528,138717,4463,Education,244957,37,30259,Not_Eligible
52,Male,Single,Graduate,162528,Private,19,Medium,Own,0,6,3,15178,13033,7156,26451,2644,2,8742,309,326337,14320,Personal Loan,256653,19,50000,Not_Eligible
36,Male,Married,Post Graduate,145921,Private,27,Small,Rented,22680,2,0,12801,4069,5571,8271,2747,1,11982,357,32501,155660,Home Appliances,81569,34,45840,Not_Eligible
41,Male,Single,Post Graduate,41228,Private,15,Medium,Rented,48546,3,3,15060,9913,7122,24670,8780,1,6554,716,317404,124571,E-commerce,24331,9,500,Not_Eligible
44,Female,Married,Post Graduate,163250,Private,28,Small,Rented,46861,2,3,14756,20346,4763,18252,6451,2,20334,499,321303,196745,Education,204112,41,23757,Not_Eligible
59,Female,Married,Graduate,116806,Private,40,Medium,Family,0,4,1,19845,29164,2222,11799,11188,1,2010,768,262362,43919,E-commerce,78255,22,46358,Eligible
55,Female,Married,Post Graduate,126797,Private,16,Small,Own,0,6,3,17595,14094,4166,8105,4231,0,0,518,328461,131910,E-commerce,197729,17,50000,Not_Eligible
42,Male,Single,Professional,52058,Private,12,Large,Own,0,4,3,11725,22402,4936,16606,2996,0,0,849,496892,26904,Personal Loan,375885,41,11975,Eligible
48,Male,Single,Graduate,171672,Private,16,Medium,Family,0,2,0,17517,15904,941,2084,9735,1,5000,399,419251,118028,Personal Loan,685780,17,50000,Not_Eligible
32,Male,Single,Post Graduate,187359,Private,34,Medium,Own,0,6,3,958,13989,8551,22012,9259,0,0,403,219775,21235,E-commerce,168275,12,50000,Not_Eligible
53,Female,Single,Post Graduate,90203,Private,7,Small,Own,0,5,2,14427,15616,9141,8605,10359,2,15162,623,435776,181614,Home Appliances,256828,24,20226,High_Risk
44,Male,Married,Graduate,32108,Private,39,Small,Own,0,3,0,10441,28757,4490,12898,4681,1,10341,742,477225,83198,Personal Loan,867781,16,500,Not_Eligible
44,Male,Married,Post Graduate,172023,Private,16,Small,Own,0,1,2,19138,1783,5214,7408,7896,0,0,379,80029,50991,Personal Loan,90306,17,50000,Not_Eligible
52,Female,Single,Graduate,179168,Self-employed,34,Large,Own,0,3,2,10075,15401,8490,15031,13926,1,14060,577,179463,196902,Home Appliances,264859,36,50000,Not_Eligible
47,Female,Married,Graduate,108698,Private,32,Medium,Family,0,5,3,3572,1541,4823,12386,9168,2,8904,423,371521,13292,Vehicle,1498113,36,36174,Not_Eligible
27,Female,Single,High School,122143,Private,32,Small,Own,0,4,3,14482,26251,7038,7257,13988,2,19532,706,257484,159979,E-commerce,60214,10,34929,Eligible
35,Male,Single,Graduate,56261,Private,37,Medium,Own,0,2,1,19007,18035,5394,26881,6501,2,4514,609,67353,101994,E-commerce,165267,8,1203,Not_Eligible
31,Female,Single,Post Graduate,27482,Private,7,Medium,Own,0,1,1,323,1417,3076,23263,672,2,3252,660,236257,137521,Education,296320,33,500,Not_Eligible
51,Female,Married,Graduate,189667,Private,24,Small,Family,0,6,0,1283,18716,8045,12860,11406,1,2774,448,186857,52070,Home Appliances,121189,20,50000,Not_Eligible
26,Male,Married,Graduate,104347,Self-employed,4,Medium,Rented,8693,3,0,13226,13072,2330,3613,6907,2,28400,459,369410,176270,Education,349327,39,23474,Not_Eligible
32,Female,Single,Graduate,65869,Private,12,Small,Family,0,5,2,11112,1415,2632,25666,631,2,7894,652,257768,90216,E-commerce,46028,14,11110,High_Risk
46,Female,Married,Graduate,143248,Private,1,Small,Rented,24442,3,3,10972,29349,7068,21514,2081,1,13314,494,69960,83711,Education,119453,6,32325,Not_Eligible
